Grade1,Grade2,PassFail
60.27808522124763,74.90754068049256,1
80.42989210310263,70.39015135041305,0
76.69644012595116,88.9368045475434,0
68.88431241882921,79.83502940315083,0
64.79461469334731,63.24184863630592,1
73.50460685614512,68.80732807799245,1
97.71638815650077,87.33035054638384,0
72.92811728083021,63.045234379612005,0
80.75162486973464,94.04827656195076,1
88.12075835580711,79.80586108055897,1
74.54518409517176,79.22346309306592,0
98.87128330883843,83.6963113863807,1
98.49789179768445,92.98723863700596,1
70.07129183301457,73.91236831608772,1
79.88994023569542,87.12064610236254,1
72.03513239267079,82.62927855983165,0
71.3936197750987,70.68113080677685,1
61.47547789418131,95.14519945420632,1
84.38257335919587,91.89704086427713,0
80.10716092915446,86.33807338633702,0
62.05915004999957,94.02326916376967,1
71.14585856946445,94.6917680383921,1
96.33063543866615,88.3345190686014,1
69.5824756266789,93.48053313454687,1
65.79579488364892,87.89885846677134,0
79.57811041110253,87.20563087041202,0
99.42601816442402,84.74445512860737,0
69.68221086046002,90.10866558230565,1
86.88542189623514,66.34420421172295,1
90.46478461314871,95.23483036795713,1
69.50550175969599,94.87374110980929,1
89.12865394447438,61.169891321382366,0
74.71132530877013,93.03267002259051,0
85.29223322374318,65.1547946989378,1
85.34118843043579,73.40475417036568,0
81.43098736299034,89.74033025166432,1
63.61159080217633,66.43039584193232,1
93.41209982356952,92.71868096476248,0
72.83120259886944,93.28536711830968,1
67.46074041599417,80.29870935043346,1
61.63100566219056,60.25543486867334,0
83.63571772752968,71.48152532699652,1
87.1025744736913,84.67707673502969,1
60.663513157114245,99.24744712109694,0
80.48372233197124,85.27254108066674,1
69.05983100791752,70.39214324256639,0
85.80691161637799,85.36022812398446,1
66.97465716019965,81.59941518863423,0
87.63750952409865,91.19381580604575,0
75.46941385202149,64.27922555307833,0
97.46919954946938,90.44111610008112,1
65.50083776583973,81.65066314704441,0
73.64265404201034,98.51968015435978,0
64.53894084962356,73.67488664154745,0
96.98774473114251,85.30487572535793,0
95.09357413523924,97.2811242204007,0
70.31766510860622,64.10038911962717,1
86.39936184136715,97.48913948945804,1
92.68888800804864,87.51542889203253,1
82.2080324639785,62.713482364206875,1
81.18602313424026,72.03854267787266,1
69.67409163601806,88.32688354581126,1
63.72411071223597,62.69402405875087,1
95.88863031813307,83.28681840705093,0
96.01672228653322,73.83532227811827,1
85.32405829093072,84.83662071069908,0
73.56119164194803,61.829681352500515,0
73.96838298450643,94.86147224609505,1
89.03822715480958,98.93955876709587,0
95.88441039810309,98.75511421142767,0
95.48345697060469,89.986073269717,0
91.19502183430495,65.20344960522527,0
85.68126584617151,90.3305278371609,1
63.365598599801956,60.98347665835206,1
66.46514856378455,60.88494206115989,1
95.94216754108317,72.94440876598165,1
84.2571623863836,79.54572761618664,1
60.36788206466519,90.81629671231173,1
64.05886171464128,87.33181506426021,1
86.54007076432222,77.83610825506993,1
60.20246335384875,70.94506665126664,1
66.43232205669995,99.88498000630844,1
81.94935157466344,77.04725208943891,0
87.67580790770774,78.05548097318702,1
86.07845038010402,66.54495284766676,0
68.9707723784224,91.79238194999718,0
88.48716885390144,87.74728903125954,0
69.489963499872,68.83078451155042,0
73.01598792637071,63.295241824633706,1
89.85965620472096,87.21997208298852,0
85.98531596188859,86.1804485712454,1
93.96893641976712,70.93038107992837,1
86.30451569201374,98.0345424900164,0
82.73234413341886,66.04231567123601,1
63.7469907131237,77.29339204170408,0
74.70863212237734,97.74463680670395,0
70.60809470726902,76.78909267704489,1
69.75958573516334,85.54103790656342,1
98.92042219009782,75.90377591851177,0
75.72390898667041,70.9686080939468,1
95.68186220708454,99.35910591839313,1
85.24554503989052,76.37336025260171,1
91.79245214166593,95.76396814716537,0
80.10548372420769,69.19818423564345,0
83.07615538505436,68.52418816100334,1
79.70070775275455,61.24536331538045,1
67.80971951192178,86.0666730150354,1
88.89808461046022,74.74105374895045,1
71.23089449763424,94.57432999358548,1
60.97263865725815,78.9283962676623,0
85.81889183628671,98.72773711658887,1
67.08442717628196,67.42102062812485,0
97.61834337411656,94.74492671822443,1
98.1571430801035,91.06387411166966,0
96.59457560881793,90.83687378576208,1
74.80634801021777,93.79132912467551,0
60.6182646611547,90.44095963771996,1
97.13274250350901,85.04881286525662,0
77.12736593269257,65.2497951072955,0
98.66619276174679,61.30104717965008,0
98.54479908357011,96.83391391262748,0
94.12037821869441,84.66601258082952,0
71.77795568278343,91.86149163904705,0
75.403909144077,79.26089406050201,1
94.04546686067428,64.69232755849578,0
72.6768802062511,65.00743168810202,1
66.7797098674437,87.42261148915885,1
82.27205049833401,77.2122357959785,1
97.44619096643123,68.02098906801346,1
87.84119186699891,79.66378186965747,1
82.8024468035746,62.568357483005364,0
63.887059750830744,83.27885607657595,0
84.6002890679668,70.75973617740391,0
99.60215400417053,91.90236402548753,1
65.60336060946096,72.41447835694295,0
80.73318609454947,78.20880596327206,0
95.09492287711822,60.46482159632403,0
89.63074471016817,62.89787551178235,0
87.88062963981072,75.6997422562674,0
88.09936335948437,79.19755338868494,1
74.3796460487902,84.00082192477214,0
71.74367377057973,71.66650314837213,1
92.37444621914054,87.79927544506171,1
92.40453578716723,94.40489588756819,1
94.68289274320415,91.194039555734,1
96.52962210225886,61.58475301393429,1
80.4536959544375,79.22027789031316,0
80.06065178748798,64.197207136727,0
91.931807158671,69.6818006345011,0
85.99855723111061,99.46650373068586,1
88.07867509030814,65.69982171606053,0
91.83170677744404,79.95552613805424,0
95.60021367270265,84.72622937272476,1
73.51980627406144,88.09859882176416,1
75.02331810559775,82.38594733947656,1
63.75927759363476,60.39083389676735,1
83.13120563984697,73.05845232975967,0
61.43769095186968,80.70846573538846,1
78.6239207252984,63.514659965793335,1
81.70578538830307,74.02507724836723,0
71.46165008513138,61.328124351654665,0
83.63333042276042,63.14313988620083,1
61.220009997561974,75.87693104806384,0
61.493927549968575,65.30863016172242,1
92.90402242638633,82.70163393046232,1
74.40762565645052,87.57859876549063,0
65.0824205060754,92.0234679643633,0
80.88973040219217,68.0060097697924,1
90.79974212394444,66.69930329036279,1
68.63284109987373,64.18271361337601,1
84.91561903276,85.45720998174546,0
63.41389859975072,88.25902905947605,1
62.067268846744305,61.26344579302568,1
81.25418526272591,97.4484898497476,1
81.62540486440426,62.0788513460589,1
85.49719605992826,81.65185341204281,1
89.04365334890646,88.36242077803666,0
99.03408317850139,94.83876494984342,1
80.65201393204781,88.56347728529711,1
72.91825891764984,92.06912332279168,1
91.80744779074814,73.57800770171224,1
70.83329005048297,92.5930045498605,0
77.55885682822544,63.204593855387,0
63.13825525369064,95.7926662424211,0
61.0140297366183,81.90369504614945,1
98.505936587117,92.69191079849975,1
93.43920482048824,78.092731380732,0
87.83896824374793,85.743107807861,0
76.3581177765708,81.05610643744453,0
66.93177280283383,89.26358087021327,1
66.25748170684344,63.26519928122358,1
70.00971592658381,62.41408335962255,0
81.96906658824481,69.88412936040586,0
88.5838369080025,66.38178720452754,0
86.40789506870925,94.87134266368807,1
71.19735587783771,68.76855949432178,1
98.19461122652777,99.03461023276526,1
89.51587666783074,73.47583167084427,0
82.17416210045603,67.28471662754797,0
84.46882984937409,91.58794028569916,1
76.7840024971116,86.34831102003504,0
69.9092395800463,79.92782865812556,1
74.23890714605047,82.21454203750525,0
90.31384441857476,88.76807113089055,0
60.57573954519023,69.13818965325194,0
64.64290562027665,99.85335664226967,0
61.84010568087011,98.99172648587133,1
61.62915209275881,86.01302745387747,0
94.21842336044028,67.9816980371658,1
88.14631437520094,87.20912969725165,1
78.966953163493,62.887936359167036,1
63.91336642604006,61.22610008823224,0
79.6646350046733,70.30731554044854,1
78.93887083122263,78.50491826957266,1
66.92807479640061,94.73090021633521,1
77.35406596951893,89.08676279065233,0
75.94018937589493,89.70826084799924,0
84.63400392208865,77.01973337792302,1
85.40374603470575,73.83739970187852,0
61.81216039088178,74.8415505193841,1
74.98450458505884,99.50598254944231,1
85.03439662856945,61.6043676564993,0
80.12545034320351,94.68125984489794,1
94.25959364753288,83.14701634289574,0
86.3477452647578,77.54461676758362,0
66.51737708325719,89.01030641660546,1
62.82274989601719,79.46675765698811,0
85.69677112825262,94.93692952326643,0
61.06045242166487,96.02807456045034,1
83.43102325093852,76.86883707493821,1
97.6092096569983,71.07311188940207,0
83.01896711503517,83.69401314373448,0
75.52679704826087,96.49453382466764,1
85.73152873769413,68.42648756022666,0
78.33011561966066,84.9186633425393,0
81.8246715726374,85.26240880370082,0
97.658592351061,89.32452089661123,0
75.44410551203097,65.2627074050904,0
98.44762255295657,88.63299858728354,0
96.21402567824255,96.36130082662564,0
67.83164539157185,67.18732435480968,1
62.77445203500662,69.5017329969551,1
64.03112005509706,98.85580376166558,1
60.72887302606199,67.23907810837959,1
63.77771843023714,94.17540373478317,1
87.32027093665428,79.69111425792138,0
62.84754593840916,69.88924297612708,0
72.75902521175045,94.82999605090046,0
93.79501243877817,77.81221020010662,0
60.93087742943303,80.59269415718761,1
92.57873930355743,74.36933477599062,0
71.27419099093599,83.71803405739709,0
64.72659310486625,66.54095490340092,1
87.86948661456603,75.64326146607043,0
85.15771387119536,98.7764928934115,0
95.09888054108211,70.3253373080451,1
89.40284175215544,86.26946658165168,0
92.13923721539393,73.00760256898779,0
71.28138290285226,90.93892502746402,0
67.09758175118891,65.23494642873399,0
90.02459006563433,98.79284180314178,0
92.27338957069057,78.15158165534557,1
99.62020568002694,69.44201853385856,1
76.50470707645707,62.93986989320051,1
74.88072343171133,66.79031620350163,1
91.05651842967987,80.79095794224071,1
73.63214161012071,73.48012705725145,1
97.23029302414258,93.15533463530437,0
94.33651007372048,77.23550094647223,1
77.15976109500073,69.9485709035052,1
90.03484271165989,84.6857994641612,0
90.1817149633873,88.27108867541783,0
64.12495475343731,66.681676316038,1
96.10211626718267,66.7047686515327,0
80.21009489791429,61.46685707734172,1
93.05829864430967,89.45608060262562,0
72.80198404122447,86.5521811048722,1
95.82092913984802,78.98523502999255,0
75.56806714936653,93.76681795876789,0
60.433506059211936,92.22680611800213,1
96.21527905677056,83.41417457587008,1
63.65146707144534,94.73085122053035,1
72.7725455036166,68.23364840147073,1
98.0024786820322,64.47678477590911,1
98.02428587750225,70.78998446067959,0
82.93751552493144,62.28347424357259,1
85.27348848679196,81.24678112004128,1
77.93782087913279,97.46422769179846,0
71.72843086792258,61.573741626740386,0
73.14658181479663,64.88439656040107,1
86.90073824308153,78.08796113133741,0
90.09498117750721,97.3550007011162,0
91.66316174903395,72.64624419907003,1
91.58472571178216,80.2893923475357,0
63.64824412194761,61.662914362015684,0
79.77681218810326,65.93372803848355,1
62.30235040066577,99.46520491835388,1
81.98115529294942,98.60474785744182,0
77.66122005493509,60.19759923737639,0
95.508167310332,98.07247141692956,1
74.03660050208315,85.56479751262002,0
64.68268065710423,94.71673178080088,0
65.71966728211343,78.18959422535437,0
90.46042526869888,80.62384114317001,1
84.72872253265044,79.5538632102768,0
64.04490704491161,86.67457030184417,0
63.364272244599896,65.58605019025252,1
88.0387652583648,61.19894359490712,0
62.91052025456774,72.31719766364763,0
92.87440237161425,88.18723050946588,1
88.24968908625985,68.07413808491793,1
63.25395122567599,86.93729733299669,1
63.39350856340768,98.79648184429081,1
99.46558314004702,63.75602863157673,0
74.9708318302448,86.90408472900505,0
74.82568588267563,77.75000877218284,1
92.5119826903001,94.72569017510021,1
97.88994309535434,67.08599157789544,0
99.44004255291483,87.70503808904658,1
90.13512741035767,93.52461158592442,0
75.05038342123663,97.78456877896093,1
63.340028667946754,87.32992113158583,0
91.08587663709747,79.8869905603371,1
82.3361699894322,84.71388960804856,1
76.96888036987906,94.75619937914873,0
96.25417540378945,82.82438986555319,1
64.44789929224605,61.21548238787347,0
79.70500417163436,97.23794782027912,0
60.454145790696764,87.58107004126245,0
78.74642567976505,87.06053543108986,0
62.25213102727349,68.62700609590868,0
64.75271665072287,86.35541880930629,1
64.7010498710842,75.75457622616634,1
85.96841208464255,86.04931908165969,0
89.84179517061693,64.26372121231962,1
83.33475060388639,86.31381218412145,0
98.48690193898167,99.97654903082666,1
74.99482318094816,61.92848155442224,1
71.42848345127443,99.0869673688527,1
94.7439651275784,76.27631842891482,1
68.9438335407781,94.83013801349037,0
98.52890157762445,91.29541936233093,0
60.48617898759265,82.68065043946672,1
98.79515306830555,89.53796837005306,1
61.72639647802305,95.14062245205392,0
95.64572454792284,76.16561286604131,1
81.108044363452,73.08132646252955,0
99.71859184477202,86.70373542254339,0
62.95186258941595,92.31383767765034,0
82.15417137605283,90.49140539106463,1
98.77210142476396,91.91254595434538,0
80.92391376680595,77.42333259251731,1
85.1759455254105,92.71336864700086,0
87.82994755938469,64.80836221482434,1
78.18164259071094,81.77956391843398,1
85.10232320336254,60.230346419924864,1
83.372572476924,72.98343319601081,0
96.04632041963956,74.65846139485592,0
61.81785521365831,75.84690766437022,1
71.2385275836892,87.8186882675945,1
98.01645936306235,75.54232405081383,1
95.61055135563666,77.94774490490123,0
78.22627011142852,69.5017652349731,0
84.80530391206148,74.9300716651736,0
71.0952473192453,69.09078509052605,0
67.52484638895045,62.92783695073774,1
78.54793619759928,84.13794373525512,1
74.13408912104211,86.72851194220065,0
83.34624447403488,84.77961384038458,0
63.10938547859939,78.5397617520229,1
98.97579230664667,75.19143120716919,0
99.44842977918412,94.53334598287302,0
87.9264685607898,80.76327140544872,0
81.44385465376482,79.16727510518925,0
72.38110465145311,61.02568263225743,0
92.55180078827794,73.64991310504625,0
87.38924690215518,75.20782475143429,1
66.50467757379565,75.95291123587602,0
96.4370873797537,83.2068947690933,0
92.90148971692676,81.34410186907513,1
97.99199653167696,84.31620371173778,1
89.0287803355344,90.59533046168514,1
84.5366078374316,92.51942954864374,0
76.72972145162475,88.72492304905978,1
97.30913933416053,98.22094783819739,0
94.64255558001634,60.729303307054465,0
61.808746804247576,67.83111942734185,0
61.05467897989008,60.302514999125684,1
75.05853467512199,85.89898856618412,1
92.4221332312733,95.92122195799948,1
99.49104517259778,69.73929186305197,1
66.01667564414113,97.08138179185227,1
83.7652286140854,62.41069561158243,0
75.23563426524086,97.37744107222056,0
98.79657591258413,74.06490748958538,0
93.68475692542835,64.05683313796867,0
93.53314818844552,79.43487036745303,1
78.7477263917988,70.27106270882032,1
76.5927800935066,71.39491607847691,0
70.93628287722825,72.29159859705146,1
62.25501986603709,92.12103591330654,1
94.58889505020213,81.56645106701018,0
92.51604036520311,72.45230796624014,0
99.98870693144522,84.41335133243673,1
99.86547348295622,88.64602696892774,1
82.2172682241051,70.90496002934135,0
90.75949660722043,76.54196406101406,0
97.79062919529713,64.87544373347791,0
93.98589562709645,67.24597398138721,1
69.8939240697279,87.24471415859931,0
78.02176541240374,67.25753390782508,0
65.1663766060598,81.0065353466824,1
98.1620410903489,88.3618504688973,1
84.2469853780352,64.27507692378975,1
69.1457122201385,82.69248878515614,1
86.86802737623427,70.26251134805455,1
84.72512961831583,98.5170750095032,0
74.32650872131362,79.34182586879699,0
64.54230368798517,92.23970199100633,1
86.86292782371198,82.00906168625048,1
80.81230803615173,61.736501314192765,1
90.89273566942558,85.32605502376089,1
80.80654004447973,98.05613368826627,1
94.08726001274161,84.06447280585326,0
82.07627355097942,92.7675543770716,0
82.43751886141546,95.36825853393631,0
95.06614410633381,69.1231908779573,0
76.13931464849588,68.48179359632907,1
65.36060913802562,84.43923955403967,0
61.15130705253356,76.44113879226819,1
90.20549022694476,93.59445211466881,1
84.8123820541386,96.00092493592044,1
88.16319072396894,74.13685517210872,0
68.51856646035642,69.47482235897928,1
65.45485902347079,91.22102060975448,0
60.58178662671528,70.99224142192544,0
74.02350235226388,92.90457274054714,1
83.59670747418532,76.94953014595052,1
75.68976180398928,86.70199597165882,1
77.49899688094916,63.82141255338673,0
96.16634777974994,84.95437298706292,1
73.93021868093201,78.07070714948917,0
80.55957956639243,83.46433852701897,1
91.34612050964571,66.72056830979454,1
75.8617112928508,89.47494979776728,0
84.88346800911494,94.51188310172914,0
94.4945483498698,68.66959200363102,0
97.98082494630569,63.82858222080647,0
65.88293923716152,60.94554344185346,0
97.06350500645978,85.67886001773064,0
79.68465172318153,84.28376144355123,1
70.32977553195833,81.86789650856281,1
78.36543024953045,69.27788384463902,0
99.20130301141909,75.63623983622058,1
79.70472375971478,83.77905340744692,0
73.15006441150032,79.87067435436677,1
85.33603417266903,99.51142080859549,1
69.60582475112773,65.45759010226932,0
63.03453312434656,87.80578216190375,0
65.15518887642597,76.17275072417169,0
65.1218335583109,77.1279845970246,1
66.07610774049178,88.70391062632706,0
65.5530869059764,87.69744605297478,1
85.63498979212858,99.65023974808753,0
67.27520337596579,65.135771578165,1
73.82669133295452,64.16438597536666,1
95.87153639624047,88.97355268514964,0
78.95846561051489,83.13547668025636,1
86.70230954084109,70.96642666239224,1
66.8927948480652,63.176774759559464,0
67.69156075234683,63.42632998385722,1
61.63474465065916,95.76763498656473,0
66.75740252288658,67.67469298874971,0
71.14361356127834,72.93486248462082,0
67.08041937106987,69.06625608907952,0
63.548101350282224,74.1998522332775,1
64.82543484402403,62.77695370984374,1
78.43115072130902,80.76239163633082,1
68.2533487362317,62.7045025436886,0
74.57079444192301,92.01426031289446,1
80.13669083419427,69.34848327641733,1
87.61579314517462,81.60047658418043,0
61.57248559364396,95.20316350245832,0
91.9764159563617,86.03509476188776,1
85.11601557963631,81.31831146205342,0
63.270361277954876,72.97335012461502,0
94.94314496427108,73.32007652232792,0
96.83489602127253,86.77947820792761,0
62.44311839419455,99.7655744488467,1
71.07510592588815,86.47356759397515,0
92.24805119172245,82.311336694801,0
89.93038761534633,89.22602040956984,0
67.38084077425509,78.60822449134872,0
68.37397293346841,62.40569370403141,0
74.81888411165528,82.4918726351164,0
79.38091940764085,98.3050113802152,0
84.73019086121184,67.01211769430638,0
74.75654558279089,87.60019563282663,1
78.50138864532592,68.03734754636226,0
89.89883752535026,81.43310737892325,1
61.467328115623914,63.86705798586878,0
70.09747777376083,78.0148374503274,0
88.5339834353821,90.24653315580984,0
95.80827350748797,73.90286096955928,0
80.46709768462665,86.59646897948872,1
81.28453941061262,91.81799843158916,0
64.28688045359104,97.08711277917811,0
77.89649467293819,69.38568327421814,1
81.30469065820093,75.97263663237233,1
69.69882014538919,66.0966405332167,0
70.76972923797524,99.69934008633501,1
75.0913665241849,97.08003871697181,1
60.802847911109055,81.59828521122239,1
72.88316662332713,93.68133177505685,0
68.45792027986178,80.83831909088168,0
73.09989408711658,84.94342752011039,0
64.79048527277004,63.56497728464066,1
95.6210912295958,90.21081681987232,0
83.74369814216195,65.1085393454094,1
87.16409276577959,93.04270521010113,0
91.56684954429353,91.28112350681543,0
79.9376879571623,88.34978790971905,1
63.47681152349695,61.44641522099049,0
81.48426167274191,72.12513423781314,1
83.47364472083517,70.52450279643372,1
89.81757896737321,74.40545629886077,0
77.26638184918718,63.505709870553545,1
65.10321211182256,97.47831292124252,0
71.35103623194898,82.15208962849505,0
74.5232918559454,72.22097242632094,1
85.83668965326405,75.87926068297133,0
82.83113218675648,77.88810162019342,1
74.24386903591385,84.02377333442469,0
99.46060995171919,80.62717710785991,0
84.23099277427548,96.7756789285767,0
69.48907166943978,79.8785393162332,0
64.07129890481615,99.6863205929325,0
66.11436556737328,94.05699830980383,1
69.83830913538033,68.34042057429343,1
66.42725493038223,97.22380858575664,1
67.46268096205223,64.65465591541904,1
71.40380674775389,92.69798833964767,1
66.93494381179019,75.22493173906321,1
95.87061698505701,95.11897281780278,0
63.20934982646569,94.72226760429801,0
80.98045558281018,92.23701600470486,1
76.41587307958646,91.60121745228246,1
99.29514467634425,72.18716556392164,0
64.4815560867221,63.23677132205009,0
75.91422396182966,76.11920715060646,0
98.77881733101475,66.94098059946035,1
94.62028503575921,87.79804355609846,1
92.68288283797119,73.84398906151142,1
70.3161130817976,99.0244080343966,0
66.83550349560264,85.63888309381328,0
86.74572879697723,92.89922254537444,1
97.17503956510343,65.30098690967394,1
82.2705157205572,94.4805792909049,0
82.864507578796,96.91028762053577,0
71.19916374641137,79.48247675275744,0
90.77971732767747,84.2501175100391,0
67.48174994230094,90.59239203611982,1
72.94716945616975,66.9935450904165,0
77.01745754465668,80.1026430585377,0
80.3044151473782,75.94652111089252,0
69.69638929660321,65.85495968648996,1
64.59347298956814,74.70137689166125,1
84.4248016976653,62.726892375419744,0
71.54522212961024,61.03247627797948,0
83.24952885690449,65.4066515661929,0
66.17450861096809,98.52460446356696,1
79.2456040741927,81.98118143580068,1
81.30357730206343,98.6328864461288,1
62.07294147289708,77.29991513320527,0
73.46417112775683,72.47264532341038,1
65.37658707755897,80.24567451360977,0
62.53499881891071,77.58046754531641,0
99.5984092955978,64.22658737046976,0
72.89415379898892,85.63305258760825,1
92.3949778341854,68.64152730038398,0
70.18562619055055,84.78351819591319,1
87.26010888895718,86.00804369592613,1
90.40911439558747,66.08099412514592,0
83.82554962431377,62.453985084426726,0
78.86304754200634,91.2304634427376,1
76.47363656589074,78.39201695077281,0
73.95473066171981,62.32655182021903,1
97.18116576991304,99.79465268679068,0
93.22477631150917,62.31122243985467,1
98.60107642666051,87.80140915434212,1
64.97188893942179,99.34715701053653,1
89.23469900814577,69.56720416863702,1
97.53361827284152,65.68997474748785,0
67.24932264662641,64.85539757689716,0
62.6598506946711,72.13100590270382,1
89.64482597160236,64.04183244042586,1
82.97892452719648,87.68645366776528,0
93.67315107033087,62.49167192520251,0
65.59089506505158,80.37688512599159,0
91.81069247439561,99.86787415411908,0
68.06509280190978,92.55881078024075,0
66.54623771462818,84.60877752924043,0
66.57063191723972,72.25014483146447,1
92.58298880925528,84.95583345166554,0
86.607888827848,81.08165855646607,0
80.92261699076477,77.04333535561486,1
74.3532193649401,65.22841506960798,0
95.08802163252433,95.46416860961867,0
75.69780429690542,77.99138595285291,0
92.66397757886308,67.7849004728306,0
77.56539634280874,74.71037403509159,0
75.0777771769963,76.56519010115709,1
78.50719142678426,93.10151582267497,0
72.05511496656568,89.34457522245609,1
89.90437520705004,90.77219574565359,1
80.10881560369917,60.44125057714589,0
69.2885078058727,76.64615992719047,1
95.98298293098273,79.25376606541295,0
75.35564885492846,60.76769107292227,1
81.74211444455955,70.39252834980137,1
96.25888443858187,90.4115929248854,0
84.96951983655968,65.48438822915996,0
64.67592162833456,81.41240525810366,0
97.59328494453901,68.6080748806895,0
85.10832212285672,60.48483098575573,0
73.39622458628344,69.64805830398166,1
65.57088290653549,99.03495019640215,1
91.76100757081184,92.06148447531959,1
84.80291023714054,98.38306577284133,1
81.33844367905286,79.5141617570545,1
95.7557033220383,64.38944794710014,1
91.54388844898122,81.91837955894772,1
66.06699518931005,78.17509338239844,0
72.46888271182193,93.77428330958463,0
69.93956559257863,63.923303231369786,1
89.75785170290708,79.52964548087112,1
61.341297389431176,66.00194658775936,0
82.79558739485266,72.9870370756024,0
90.49834742962761,89.49428309551199,0
95.07062547046998,79.04072517475066,0
73.6832699486363,75.03553140583077,1
92.85029218688052,75.7790511428014,0
64.42526947820829,78.37787073623946,1
93.85809166938073,91.40066175348227,1
65.09954649327929,95.68338755760938,1
75.89149162241469,98.21338746015712,0
91.89181463118214,91.4761354502118,0
65.99669709395096,72.61627582992051,1
69.17005580930567,87.52538824346169,1
